,Polarity,Sentiment,Subjectiivity,Tweet,X,y,NaiveBayes,SVM,RandomForest,LogisticRegression
  (0, 833)	0.2682246089073097
  (0, 293)	0.3046690813189792
  (0, 292)	0.28421344130076226
  (0, 671)	0.31678983555296286",Positive,Positive,Positive,Positive,Positive
506,0.25,Positive,0.3333333333333333,a nation of indentured servants first it was h1b visas for immigrant service labor now it s college students,"  (0, 998)	0.2865083834785616
  (0, 2103)	0.12137876399522837
  (0, 372)	0.3033727317983676
  (0, 1913)	0.2878008598549964
  (0, 1123)	0.24265470611236847
  (0, 1330)	0.3892805758742908
  (0, 1781)	0.41021305417394616
  (0, 1034)	0.4009489320268237
  (0, 1779)	0.4345806294069556",Positive,Positive,Negative,Negative,Negative
507,-0.14583333333333331,Negative,0.35416666666666663,seriously 3 4 of twitter users are foreign as is the staff does anyone here see believe that 3 4 of users here are foreign i definitely believe 3 4 of the staff are h1b visa holders how about you,"  (0, 2102)	0.06502343819680831
  (0, 2046)	0.12297712025786162
  (0, 562)	0.21427999202939946
  (0, 958)	0.1564904080089498
  (0, 795)	0.33645412776067213
  (0, 222)	0.5276190327571777
  (0, 1870)	0.5699421124617019
  (0, 1778)	0.3013025963317442
  (0, 499)	0.3210030025822975",Negative,Positive,Positive,Positive,Positive
508,0.13636363636363635,Positive,0.4545454545454545,new data show h 1b denial rates reaching highest levels because uscis keeps making up the rules restricting access to h 1b visas h1b,"  (0, 1344)	0.1752865538869976
  (0, 2103)	0.09006489872839235
  (0, 19)	0.30922180546520506
  (0, 2080)	0.17569945973119425
  (0, 476)	0.2474699495119375
  (0, 1238)	0.25539337732274664
  (0, 512)	0.29155560411397924
  (0, 1597)	0.2753723734189742
  (0, 1601)	0.3352942257383872
  (0, 942)	0.28885213927888204
  (0, 1168)	0.29443360346765607
  (0, 1099)	0.31251471686327237
  (0, 1714)	0.2579422717688699
  (0, 77)	0.3172131123427709",Positive,Neutral,Neutral,Neutral,Neutral
509,-0.35714285714285715,Negative,0.6785714285714286,worried sick that not enough h1b visa scamming indians are getting in,"  (0, 2102)	0.10944466165512132
  (0, 839)	0.3140089951683026
  (0, 1037)	0.2973514326587261
  (0, 1804)	0.5141318225797096
  (0, 2176)	0.5141318225797096
  (0, 1737)	0.5218613613845386",Negative,Neutral,Neutral,Neutral,Neutral
510,0.0,Neutral,0.25,i thought you perdue et al were recently for raising h1b visas now,"  (0, 2103)	0.12706298375991373
  (0, 679)	0.4549322273448085
  (0, 1592)	0.47303095169482584
  (0, 1990)	0.40751075280606225
  (0, 115)	0.4549322273448085
  (0, 1615)	0.4243878418267125",Neutral,Positive,Positive,Positive,Positive
511,-0.65,Negative,1.0,the consular worker was facilitating gulen h1b visas it s now very difficult to migrate to is a on h1b visas for about 18 months,"  (0, 2103)	0.2750334658755423
  (0, 2167)	0.32606555447785174
  (0, 1318)	0.3827768126508692
  (0, 542)	0.43346440245708695
  (0, 16)	0.4706775633904826
  (0, 884)	0.5119482411842998",Negative,Neutral,Neutral,Positive,Neutral
512,0.11666666666666667,Positive,0.55,fresh supply of h1b visa teachers has gone dry,"  (0, 2102)	0.11403265709659205
  (0, 1932)	0.49975835850558503
  (0, 1960)	0.42071563855432514
  (0, 811)	0.5527412695882676
  (0, 854)	0.5046915657994204",Positive,Positive,Neutral,Neutral,Neutral
513,-0.1,Negative,0.45,hey why don t we use the 30 000 increase in h1b visas for those poor people or recognize them as real refugees,"  (0, 569)	0.20904272644016766
  (0, 2103)	0.10690333632409232
  (0, 2081)	0.2769927216874702
  (0, 40)	0.30463255463275873
  (0, 1450)	0.19649128802805507
  (0, 0)	0.23853945924952097
  (0, 1631)	0.34285562776666295
  (0, 1604)	0.28575351151506995
  (0, 1489)	0.34948059655892
  (0, 1028)	0.2694781408919838
  (0, 938)	0.35705501983473603
  (0, 1617)	0.3979804772748536",Negative,Positive,Positive,Positive,Positive
514,0.0,Neutral,0.5,only way is stop f1 visa that leads to h1b and stop universities spreading left wing ideas and globalization,"  (0, 2102)	0.08664947586566485
  (0, 2135)	0.28773908128986714
  (0, 2067)	0.3697675753006265
  (0, 1900)	0.4802874261091046
  (0, 1156)	0.3394892247056073
  (0, 723)	0.3010733925367484
  (0, 1867)	0.40704820389296903
  (0, 1151)	0.4131678307070414",Neutral,Positive,Negative,Positive,Negative
515,0.13636363636363635,Positive,0.4545454545454545,h1b visa time again time to call immigration attorney nelisse to ask about new i 129 fees h1b2017 h1b2018 h1battorney h1blawyer h1bvisa h1btransferpic twitter com b8739cnaeo,"  (0, 2102)	0.07790710632617259
  (0, 1999)	0.4222510448821174
  (0, 1001)	0.14911956299522294
  (0, 182)	0.25008718842961475
  (0, 1343)	0.26903904355331876
  (0, 170)	0.2211879927876454
  (0, 1344)	0.2052745485130514
  (0, 10)	0.26903904355331876
  (0, 755)	0.25673717947792657
  (0, 888)	0.26903904355331876
  (0, 889)	0.26903904355331876
  (0, 890)	0.26903904355331876
  (0, 893)	0.2682293751902049
  (0, 898)	0.1573753885193594
  (0, 897)	0.26903904355331876
  (0, 2046)	0.14734366328980147
  (0, 374)	0.14547280424075287",Positive,Neutral,Neutral,Positive,Neutral
516,-0.1,Negative,0.45,you can t swing a dead cat without hitting a tesla owner in the sf bay area on my tiny street alone there are 8 of them plus 1 mabach 1 ferrari and an astin martin all owners work for google facebook oracle or sap all h1b visa holders,"  (0, 2102)	0.0666192124653454
  (0, 2165)	0.13711136361024157
  (0, 958)	0.16033092111158995
  (0, 856)	0.22479847836151912
  (0, 1478)	0.26697443235558627
  (0, 1426)	0.32888090547161475
  (0, 482)	0.32888090547161475
  (0, 161)	0.2948467176642178
  (0, 216)	0.32888090547161475
  (0, 1425)	0.32888090547161475
  (0, 1907)	0.32888090547161475
  (0, 726)	0.2979276689136005
  (0, 1727)	0.3357646706979514",Negative,Positive,Neutral,Neutral,Neutral
517,0.0,Neutral,0.275,actually immigrant students who go back home do nothing to our democracy and neither do h1b visa holders who aren t citizens and therefore unable to vote and you automatically assume they would all vote dhimikrauts with you which to you means better but is not diversity,"  (0, 2102)	0.06608913296643788
  (0, 998)	0.21119793706069223
  (0, 352)	0.19892721236359165
  (0, 228)	0.23108677250107182
  (0, 958)	0.1590551910154646
  (0, 1913)	0.21215067827227055
  (0, 162)	0.27975613058662396
  (0, 2105)	0.507433470562385
  (0, 85)	0.2549647265086877
  (0, 558)	0.269870701927748
  (0, 1268)	0.25624889638977727
  (0, 2051)	0.2955571012709621
  (0, 960)	0.24190488316409067
  (0, 176)	0.32034850534889836",Neutral,Positive,Positive,Positive,Positive
518,0.4,Positive,0.3833333333333333,thanks for sharing and your analysis of the data today during our webinar it was great presenting with and a roman zelichenko thanks to everyone who attended and to for hosting h1bvisa h4ead immigration canada,"  (0, 1001)	0.14645840868895377
  (0, 898)	0.1545669026007647
  (0, 291)	0.27488778298869093
  (0, 903)	0.23787724139265665
  (0, 476)	0.28463523552747994
  (0, 2004)	0.26670025526204083
  (0, 1983)	0.5846866031361058
  (0, 869)	0.263442613865816
  (0, 2139)	0.3322322441913094
  (0, 181)	0.385649049924125",Positive,Positive,Positive,Negative,Positive
519,0.0,Neutral,0.0,if you missed our webinar today you ll want to read this article h 1b denial rates have quadrupled you have options contact for the slides and recording h1b e2 o1 visas incubator investor entrepreneur startup canada,"  (0, 2103)	0.07827880839740915
  (0, 2121)	0.155510040309958
  (0, 291)	0.20771979633928
  (0, 19)	0.13437818064564752
  (0, 166)	0.2317124608029194
  (0, 1602)	0.19151107914435941
  (0, 2004)	0.20153286590020722
  (0, 1407)	0.21599748159247711
  (0, 512)	0.2534019978244242
  (0, 1597)	0.23933654021872963
  (0, 661)	0.2802669322280286
  (0, 2139)	0.2510523143314809
  (0, 1306)	0.2757019082107485
  (0, 1192)	0.21508548874717925
  (0, 593)	0.2645519530175863
  (0, 1073)	0.2802669322280286
  (0, 1365)	0.24883697380714404
  (0, 416)	0.23768701861398184
  (0, 1882)	0.2802669322280286",Neutral,Positive,Positive,Positive,Positive
520,0.08333333333333333,Positive,0.3333333333333333,i think giving green cards instead of h1b visas to those who really qualify will create much higher wages,"  (0, 2103)	0.11751627004173268
  (0, 873)	0.24257482961386334
  (0, 2113)	0.27556319911401606
  (0, 941)	0.3438445715749436
  (0, 1987)	0.2812289549942814
  (0, 452)	0.3438445715749436
  (0, 845)	0.33829890946752994
  (0, 1607)	0.3064980385776266
  (0, 1051)	0.31412197204747483
  (0, 304)	0.2945441962353018
  (0, 1577)	0.37689295697757114",Positive,Positive,Positive,Positive,Positive
521,0.75,Positive,0.4,our chro fatime doczi explains how to best leverage emerging technologies like ai to navigate changing h1b visa policies and help find talent both domestically and internationally more via,"  (0, 2102)	0.08190183669710421
  (0, 1949)	0.2756105886151323
  (0, 1176)	0.20802823281429766
  (0, 934)	0.2556542780571943
  (0, 227)	0.3009645398489903
  (0, 1483)	0.32629255188821976
  (0, 1336)	0.4127899777029887
  (0, 711)	0.34401290937893175
  (0, 1966)	0.4127899777029887
  (0, 333)	0.39052981984018903",Positive,Positive,Positive,Neutral,Positive
522,0.2,Positive,0.2,gop senators introduce bill to reduce legal immigration sen tom cotton says for decades our immigration system has harmed the livelihoods of working class americans immigrationreform h1bvisa h1b jobs,"  (0, 1001)	0.2783200804967008
  (0, 898)	0.14686446875622494
  (0, 1092)	0.15767203141998876
  (0, 360)	0.2575778472522578
  (0, 2170)	0.22467566808735187
  (0, 1157)	0.21433541099662576
  (0, 489)	0.2896479882946787
  (0, 129)	0.1744974964478686
  (0, 2006)	0.3466710350303828
  (0, 1009)	0.27277232710302046
  (0, 1734)	0.2968811895798166
  (0, 857)	0.31863084820366555
  (0, 1623)	0.2931305179556794
  (0, 1065)	0.3589187629843508",Positive,Negative,Negative,Negative,Negative
523,0.09074074074074072,Positive,0.3814814814814815,absolutely along with trickle down economics lowering corporate and personal top tax rates globalization moving manufacturing to vietnam china and bangladesh h1b visa system and outsourcing jobs to low wage countries,"  (0, 2102)	0.06670684651474665
  (0, 1221)	0.2303608365281606
  (0, 1092)	0.14466653389696346
  (0, 1416)	0.2379578419871737
  (0, 1956)	0.24051367037891175
  (0, 343)	0.233246665115813
  (0, 1597)	0.2761214892028763
  (0, 1457)	0.32931353090278775
  (0, 1323)	0.3180760505757037
  (0, 2112)	0.2363316691935616
  (0, 68)	0.30910309582772705
  (0, 439)	0.21511636433343378
  (0, 612)	0.3233426982373868
  (0, 428)	0.26277442787569594
  (0, 1245)	0.30910309582772705",Positive,Positive,Positive,Positive,Positive
524,0.0,Neutral,0.0,learn what you need to know about h1b visas and software outsourcing the conditions that are impacting it and the implications for the use of software outsourcing development software outsourcing bigdata iot app offshore development tech,"  (0, 2103)	0.06051704883418704
  (0, 1339)	0.11282740589588353
  (0, 2081)	0.1568031704291839
  (0, 1963)	0.11642985133076428
  (0, 1416)	0.4783696445939249
  (0, 1109)	0.12456971317559307
  (0, 1152)	0.16426098976511302
  (0, 1832)	0.5822627660299217
  (0, 400)	0.22067437859634031
  (0, 536)	0.44134875719268063
  (0, 1382)	0.20212574101824984
  (0, 143)	0.22529328650024127",Neutral,Positive,Negative,Positive,Positive
525,0.224025974025974,Positive,0.3896103896103896,not a single word explaining why the increase is occurring just implicit rhetoric implying mishandling of cases forbes you re better than this bayarea h1bvisa h1b immigrationmatters forbes new data show h 1b denial rates reaching highest levels,"  (0, 1344)	0.14627119825772641
  (0, 898)	0.11213999407987178
  (0, 228)	0.19410906606752643
  (0, 19)	0.1290180079698863
  (0, 476)	0.20650600542484182
  (0, 512)	0.24329411826990377
  (0, 1597)	0.2297897136652834
  (0, 1601)	0.2797926428473672
  (0, 942)	0.24103816062735564
  (0, 1168)	0.24569571956054617
  (0, 1097)	0.15141203547169022
  (0, 1817)	0.23499052172959262
  (0, 309)	0.22668692518928144
  (0, 2163)	0.26470451393181094
  (0, 1028)	0.18945150713433592
  (0, 1007)	0.2797926428473672
  (0, 791)	0.49652615142275774",Positive,Positive,Neutral,Neutral,Neutral
526,0.19866666666666669,Positive,0.4913333333333333,raise act reintroduced in senate our report shows 50 6 high skilled workers agree strongly to proposed raise act merit based immigration clear green card backlog raise act h1b visa us,"  (0, 2168)	0.09290167647056678
  (0, 2102)	0.04376897125047637
  (0, 1001)	0.0837768231089961
  (0, 940)	0.13295143227218428
  (0, 1823)	0.1265528939596942
  (0, 873)	0.12231481686042661
  (0, 303)	0.13552669362883266
  (0, 47)	0.1883657929027268
  (0, 110)	0.17058228679979304
  (0, 212)	0.13662361184559688
  (0, 1281)	0.1672255849411935
  (0, 362)	0.19004277188230428
  (0, 203)	0.16885595685014487
  (0, 1660)	0.17540279781095308
  (0, 81)	0.5474348589407741
  (0, 1590)	0.5515294313637132
  (0, 1552)	0.16083776412463602
  (0, 1799)	0.19182144643957377
  (0, 1771)	0.20561095096951518",Positive,Positive,Neutral,Neutral,Neutral
527,0.0,Neutral,0.0,the h 1b visa fy20 annual cap update for 2019 is showing that we still haven t reached the overall 85 000 visa cap meaning there is probably hesitation from the biggest tech companies sponsoring foreigners usimmigration h1bvisa immigrationreformpic twitter com rzaetf1le6,"  (0, 2102)	0.10769526219267621
  (0, 898)	0.10877431166746393
  (0, 2046)	0.10184060991810771
  (0, 374)	0.10054751442711819
  (0, 299)	0.305760282988905
  (0, 19)	0.1251457619984904
  (0, 1599)	0.21330241372527825
  (0, 2085)	0.22289298423185192
  (0, 1963)	0.14025495007107366
  (0, 2073)	0.249516659001231
  (0, 230)	0.22978913360127315
  (0, 31)	0.18022884892857746
  (0, 383)	0.1470591587608884
  (0, 59)	0.23174069295231287
  (0, 0)	0.16266741578741917
  (0, 797)	0.1797507617342786
  (0, 1267)	0.265831087115859
  (0, 922)	0.249516659001231
  (0, 1797)	0.26101126409164516
  (0, 1417)	0.26101126409164516
  (0, 1530)	0.24081190118236176
  (0, 137)	0.2529568852284417
  (0, 1861)	0.24348683254826675",Neutral,Positive,Positive,Positive,Positive
528,-0.15,Negative,0.4,cheaper than americans just look at the h2b and h1b visa programs it s basically what they re designed to do the average minimum wage adjusted to inflation of a janitor before the 1965 hart seller act was 17 h compare and contrast with today s,"  (0, 2102)	0.06437854507367294
  (0, 191)	0.27472870753632544
  (0, 2004)	0.22439223606693112
  (0, 129)	0.15451596580799326
  (0, 337)	0.2536026844780366
  (0, 1097)	0.17559039995350031
  (0, 527)	0.31205691110157396
  (0, 2112)	0.22808287023657473
  (0, 1203)	0.23849000667299247
  (0, 901)	0.19240828355511203
  (0, 81)	0.26840216355960794
  (0, 1302)	0.27706193091285763
  (0, 1042)	0.3244715778938313
  (0, 214)	0.3024273474210939
  (0, 92)	0.3244715778938313
  (0, 1545)	0.23849000667299247",Negative,Positive,Positive,Positive,Positive
529,0.30000000000000004,Positive,0.4,trump immigration policies really affection h1b visa applications this year with 20k advanced degree cap not reached yet,"  (0, 2102)	0.08521946268898517
  (0, 1001)	0.16311591630249023
  (0, 97)	0.3700188157280275
  (0, 500)	0.29429103216826763
  (0, 299)	0.2419486846257803
  (0, 1599)	0.3375731990031403
  (0, 2192)	0.22298357693267018
  (0, 148)	0.29253322670722187
  (0, 2033)	0.21101038938931296
  (0, 1607)	0.30090782849042647
  (0, 1483)	0.3395097970045286
  (0, 33)	0.42951100392710284",Positive,Positive,Positive,Neutral,Positive
530,0.21428571428571427,Positive,0.5,h1b visa aur pure europe aur gulf me labour visa ki bhikh mangne ka hi kaam bacha he,"  (0, 2102)	0.2091551701415807
  (0, 1567)	0.5069104641974641
  (0, 939)	0.46768124370971254
  (0, 1125)	0.47287623291872677
  (0, 680)	0.5069104641974641",Positive,Positive,Positive,Positive,Positive
531,-0.26666666666666666,Negative,0.3666666666666667,international students workshop nachman immigration h1bvisa o1visa jay college of criminal justice at john jay college of criminal justice,"  (0, 1001)	0.1150785710139463
  (0, 898)	0.12144975789764527
  (0, 372)	0.4068794286988555
  (0, 1061)	0.22272344735541572
  (0, 1913)	0.19299732171490838
  (0, 458)	0.5571855590274102
  (0, 1329)	0.2634921822873943
  (0, 1098)	0.582853696733078",Negative,Positive,Positive,Positive,Neutral
532,0.3,Positive,0.585,many of my grandsons friends feel the same way not only about illegals but also the h1b visa foreigner workers i wonder what kind of job situation will be available for them once they finish college,"  (0, 2168)	0.15863075472560212
  (0, 2102)	0.07473605651482479
  (0, 2135)	0.24817789174099897
  (0, 372)	0.25288845537043464
  (0, 1091)	0.20227452036760088
  (0, 796)	0.3510832266033054
  (0, 995)	0.2456725221805287
  (0, 753)	0.3307706611816568
  (0, 814)	0.3275374780874566
  (0, 2162)	0.3051798552299073
  (0, 190)	0.29281291814283317
  (0, 1821)	0.33793957705189454
  (0, 1107)	0.3307706611816568",Positive,Positive,Negative,Neutral,Positive
533,-0.3,Negative,0.5,crazy for you to think that because all the us tech companies are run by india h1b visa workers somehow they are using that position to silence anyone that questions their political agenda how could this be,"  (0, 2168)	0.16337996213986355
  (0, 2102)	0.07697356105375756
  (0, 1963)	0.20049021178058252
  (0, 1485)	0.34423333395983885
  (0, 451)	0.3615942215594313
  (0, 383)	0.21021662243866587
  (0, 1035)	0.19250407038264108
  (0, 1987)	0.24938401196579252
  (0, 2086)	0.265015236237549
  (0, 1493)	0.33126631598131717
  (0, 1581)	0.32583005149739247
  (0, 1715)	0.34805706749492654
  (0, 108)	0.356676522151909",Negative,Positive,Positive,Positive,Positive
534,0.2141666666666667,Positive,0.44416666666666665,us big tech other companies go to great lengths to avoid hiring qualified us tech stem talent please stop perpetuating a lie there s a long history of laying off us highly qualified workers then feign need for more h1b visas,"  (0, 1895)	0.2258999730848895
  (0, 2168)	0.132985421999389
  (0, 1171)	0.25755683209262265
  (0, 2103)	0.0848226463034785
  (0, 1339)	0.15814252889078598
  (0, 1949)	0.21083809378283244
  (0, 1963)	0.32638366506123995
  (0, 1201)	0.22122872611381772
  (0, 954)	0.29032188032361395
  (0, 383)	0.1711087815185092
  (0, 1900)	0.17364093067354847
  (0, 951)	0.2064707405747304
  (0, 943)	0.22758011451951254
  (0, 869)	0.2157128852628076
  (0, 229)	0.2204983088374051
  (0, 1575)	0.4701323442394555
  (0, 194)	0.2801935719859998",Positive,Positive,Positive,Positive,Positive
535,0.3125,Positive,0.3333333333333333,uscis delays have resulted in a situation where most legitimate emplpyers have stopped filing h1b for first time applicants most of them will go through consultancies and later seek a transfer of visa consultancies are winners here,"  (0, 2102)	0.06010184402199789
  (0, 1999)	0.1628738868273496
  (0, 764)	0.20225070982252324
  (0, 2080)	0.15873315629698104
  (0, 146)	0.23675572302257553
  (0, 1161)	0.30291675808811497
  (0, 1901)	0.24542199459032815
  (0, 2154)	0.2913268042256991
  (0, 2024)	0.2660018150870675
  (0, 1137)	0.28658163558380684
  (0, 1821)	0.27176697160632257
  (0, 503)	0.27176697160632257
  (0, 411)	0.55699428237993",Positive,Negative,Negative,Negative,Negative
536,0.25,Positive,0.25,want more chances getting an h1b visa this year ask multiple employers to submit an h1b visa request for you h1blottery h1bvisa h1battorneypic twitter com 8t6ru5ywww,"  (0, 2102)	0.18152593502688405
  (0, 170)	0.2576873863046324
  (0, 898)	0.183344728731111
  (0, 2046)	0.1716576157827475
  (0, 374)	0.16947803644655565
  (0, 2121)	0.24411131411319284
  (0, 639)	0.2558152360361179
  (0, 329)	0.30460170498454975
  (0, 839)	0.2604091218007396
  (0, 2192)	0.23748860307924638
  (0, 1326)	0.30297920661758254
  (0, 1920)	0.3054294739854148
  (0, 1665)	0.3006238124817182
  (0, 894)	0.30798257934323986
  (0, 891)	0.3106475345430761",Positive,Negative,Negative,Positive,Positive
537,0.08333333333333333,Positive,0.22916666666666666,make it a condition of the visa same way that h1b s make working at a particular job a condition of the visa,"  (0, 2102)	0.1412411645956372
  (0, 2135)	0.23451153359580523
  (0, 1091)	0.19113591321932263
  (0, 2170)	0.2182379827918327
  (0, 1236)	0.45547477372231737
  (0, 399)	0.7118636105780841
  (0, 1434)	0.35593180528904206",Positive,Positive,Positive,Positive,Positive
538,0.3333333333333333,Positive,0.8333333333333334,h1b visa applications are being denied at record rates i m lucky i snuck in in 2012 pic twitter com jmhwuis2mf,"  (0, 2102)	0.09668590248198662
  (0, 2046)	0.18285950707157134
  (0, 374)	0.18053769454247365
  (0, 1467)	0.2318472837752017
  (0, 148)	0.33189412532885043
  (0, 1597)	0.4002146222329428
  (0, 514)	0.4002146222329428
  (0, 1226)	0.4773119641898658
  (0, 1618)	0.4610241918874006",Positive,Positive,Positive,Positive,Positive
539,0.205,Positive,0.4564285714285715,i love this line from the end of the article collectively foreign computer programmers do not bring higher skills to america they simply bring cheap labor that is the essence of the h1b visa and the we must import tech talent from overseas argument,"  (0, 2102)	0.058521679939841635
  (0, 1949)	0.19693324723127253
  (0, 166)	0.23452382134600963
  (0, 1963)	0.1524292736917822
  (0, 643)	0.16377215705534748
  (0, 795)	0.1514058724459692
  (0, 257)	0.38570784501124283
  (0, 941)	0.23181735820640972
  (0, 1219)	0.2280785155852872
  (0, 336)	0.17552163828351372
  (0, 1544)	0.27904699143895534
  (0, 125)	0.16377215705534748
  (0, 1824)	0.20595636770023742
  (0, 1123)	0.15839001002935738
  (0, 1181)	0.24224040349547832
  (0, 1815)	0.24973514816665207
  (0, 1419)	0.2359504569722884
  (0, 163)	0.27491389267307664
  (0, 396)	0.26171470721684764
  (0, 1015)	0.22690743888372206",Positive,Positive,Positive,Positive,Positive
540,-0.10285714285714284,Negative,0.3149450549450549,illegal immigration and refugees and h1b visas are killing our country our already limited housing and jobs are being taken up by these folks while regular americans suffer from the high cost of living and homelessness,"  (0, 1001)	0.12711115081863797
  (0, 2103)	0.08990650101228524
  (0, 940)	0.20172177616614392
  (0, 1092)	0.14402031883534747
  (0, 440)	0.1725822673916262
  (0, 1946)	0.2677504074511182
  (0, 972)	0.30772235440304985
  (0, 992)	0.21036464778313158
  (0, 129)	0.1593889851488649
  (0, 1631)	0.28834413316550805
  (0, 1191)	0.27893769075718877
  (0, 1106)	0.27893769075718877
  (0, 1637)	0.2857997214764252
  (0, 1179)	0.27893769075718877
  (0, 786)	0.26943042138464457
  (0, 1928)	0.33470454162914254
  (0, 435)	0.25619824435070276",Negative,Positive,Positive,Positive,Positive
541,0.0,Neutral,0.0,another reason for the end to h1b visas,"  (0, 2103)	0.27856589526615105
  (0, 643)	0.5758193242321201
  (0, 1608)	0.7686567165096734",Neutral,Positive,Positive,Neutral,Positive
542,0.21428571428571427,Positive,0.5714285714285714,immigration attorney natalie tynan spoke with about the trump administration s efforts to remove work authorization for certain spouses of h1b beneficiaries listen h1bvisa immigration immigrationlaw h1bvisas usimmigrationpic twitter com 39a9pfy0qg,"  (0, 1001)	0.25370113971562863
  (0, 182)	0.21274004382276449
  (0, 898)	0.1338734993202414
  (0, 2046)	0.12533987679301334
  (0, 374)	0.12374840528029796
  (0, 2165)	0.1363982598654027
  (0, 2033)	0.16409672793865185
  (0, 1866)	0.19537626589579196
  (0, 322)	0.28521382507358545
  (0, 1004)	0.27629926448083286
  (0, 188)	0.2610643456161438
  (0, 1185)	0.29967033403336363
  (0, 94)	0.24257690743379487
  (0, 1650)	0.28053330757823197
  (0, 900)	0.3070915160677753
  (0, 620)	0.3212384500558512
  (0, 1858)	0.3271704257628396",Positive,Positive,Positive,Positive,Positive
543,-0.12,Negative,0.30666666666666664,no chain migration no more h1b visas educate americans first americafirst no visa lottery no amnesty no citizenship for those who entered the country illegally let them go back to their country of origin and apply to enter the us legally no,"  (0, 2102)	0.06280604462809415
  (0, 2103)	0.08502887583751974
  (0, 1163)	0.20910483686096323
  (0, 126)	0.2638047082997544
  (0, 1217)	0.18904517000994484
  (0, 440)	0.32643860055893015
  (0, 151)	0.20207185246417533
  (0, 129)	0.15074178257965143
  (0, 614)	0.299475985919516
  (0, 994)	0.26801822635785566
  (0, 353)	0.19408880585217822
  (0, 1159)	0.24351930340392344
  (0, 656)	0.26585877638202976
  (0, 325)	0.23995943360586616
  (0, 1295)	0.23995943360586616
  (0, 657)	0.28399475631565324
  (0, 131)	0.25646442294373456
  (0, 1411)	0.2808748073908148",Negative,Positive,Positive,Positive,Positive
544,0.3060606060606061,Positive,0.6,i absolutely disagree with you american wages are stagnant and we don t educate our own population in order to import labor through h1b visas no way do we need more cheap labor for corporations to profit off the backs of the underpaid people live paycheck to paycheck as it is,"  (0, 569)	0.17172987288585512
  (0, 2103)	0.08782174185460011
  (0, 2135)	0.21541203590021157
  (0, 1339)	0.16373401389518663
  (0, 1450)	0.16141878978933957
  (0, 127)	0.14713449136731663
  (0, 2113)	0.205932677480529
  (0, 336)	0.19455882377175204
  (0, 1123)	0.3511381770346917
  (0, 1189)	0.2584345489479372
  (0, 430)	0.24130646155889185
  (0, 1409)	0.266663333515914
  (0, 68)	0.3005868637639633
  (0, 614)	0.3093126007843828
  (0, 1540)	0.32024047246771914
  (0, 1015)	0.2515179600988505
  (0, 1491)	0.3005868637639633",Positive,Positive,Positive,Positive,Positive
545,0.2,Positive,0.2,spoke with jared kushner at the about working collaboratively to reform the h1b visa program and modernize our legal immigration system pic twitter com kp56y27fk9,"  (0, 2102)	0.09182799524590907
  (0, 1001)	0.17576510240885612
  (0, 2046)	0.17367187475098497
  (0, 374)	0.17146671986893172
  (0, 1467)	0.22019829908763242
  (0, 1629)	0.34760149518044525
  (0, 1542)	0.25734259692067174
  (0, 2170)	0.28377500997898486
  (0, 1157)	0.2707148215567778
  (0, 1088)	0.3658378384648164
  (0, 1858)	0.45332979941526136
  (0, 1116)	0.4152254657532039",Positive,Positive,Positive,Negative,Positive
546,0.5,Positive,0.5,maybe we need to look at and and see how many illegals and h1b visa overstays they have there should check them out,"  (0, 2102)	0.11499996338285273
  (0, 1339)	0.29026826554324253
  (0, 340)	0.42960287344692016
  (0, 995)	0.37802812153100007
  (0, 1263)	0.42259016962185825
  (0, 1423)	0.4636622520042777
  (0, 1203)	0.42601680425030625",Positive,Positive,Positive,Positive,Positive
547,0.4,Positive,0.6,cancel all immigration to include student and h1b visas for a period of 1 year or until congress acts to secure our border and put limits on immigration the cancelation of immigration can be renewed for another year if congress does nothing something for to think about,"  (0, 1001)	0.3556883746597676
  (0, 2103)	0.08386019377647849
  (0, 1452)	0.24017224467120238
  (0, 562)	0.20412799020466135
  (0, 1180)	0.29098511278171885
  (0, 2192)	0.3241566605019765
  (0, 1758)	0.3121953073788503
  (0, 1912)	0.2334242313375087
  (0, 1987)	0.20068637860103805
  (0, 248)	0.2051660792516617
  (0, 402)	0.4404031737429144
  (0, 1023)	0.25824726004524823
  (0, 295)	0.2870277007673533",Positive,Neutral,Neutral,Positive,Positive
548,0.12500000000000006,Positive,0.4666666666666667,here s the thing asylum seekers are legal they surrender apply for asylum are released into the us after which many don t even come to their hearings congress needs to change the asylum law instead of passing laws to bring in more h1b visas republicans are as bad as dems,"  (0, 569)	0.13300823751465216
  (0, 2103)	0.06801970387127242
  (0, 1342)	0.16684095057575776
  (0, 511)	0.22718445981219243
  (0, 330)	0.17860734701977157
  (0, 257)	0.16556991845937655
  (0, 205)	0.20256937174931297
  (0, 375)	0.1635526476583467
  (0, 1664)	0.2328105663705682
  (0, 151)	0.16164940945000253
  (0, 1157)	0.14811760253424694
  (0, 1141)	0.18689670360484495
  (0, 1140)	0.1756769470853927
  (0, 1985)	0.1919579608012065
  (0, 177)	0.623908344718429
  (0, 402)	0.17860734701977157
  (0, 1051)	0.18181723697103072
  (0, 1762)	0.2246886253104341
  (0, 1647)	0.2480326812569323",Positive,Positive,Positive,Positive,Positive
549,0.4166666666666667,Positive,0.4444444444444444,do something wall is not built obamacare is not gone more illegals coming over the boarder than ever h1b visas are flying off the shelves everify not enacted so what have you done a tax cut yea this is the first year i had to pay more taxes in my life,"  (0, 2103)	0.10109216033780968
  (0, 2192)	0.19538290828053242
